clickability_test_id,headline,clicks,impressions,response_original,response_synthetic
54aaf520363761001e360000,There Is Absolutely Nothing Wrong With Having A Type. However...,33.0,2819.0,1.1706278822277403,70.0
54aaf520363761001e360000,There's Nothing Wrong With Having 'A Type'. Here's The Line You Don't Want To Cross.,26.0,2832.0,0.9180790960451978,60.0
54b6c916393165001eaf0000,Everyone's Had To Deal With Rejection. But He Wasn't Prepared For Why His Date Didn't Work Out.,44.0,4773.0,0.9218520846427822,0.0
54b6c916393165001eaf0000,He Shouldn't Have Any Problem Getting Dates. Here's The Disgusting Reason He Can't.,88.0,4793.0,1.836010849155018,0.0
54b6c916393165001eaf0000,The Problem With Who You're Dating And Not Dating Based On Stereotypes,26.0,4925.0,0.5279187817258884,80.0
54b6c916393165001eaf0000,What 'I'm Not Into Black Guys' Really Means And Why It's Surprising In One Community,71.0,4847.0,1.4648236022281824,0.0
54b906516631650016030000,"It Should Be Common Sense, But 3-Year-Old Zuri Has To Set Some Adults Straight",33.0,3343.0,0.9871373018247084,20.0
54b906516631650016030000,"It Should Be Common Sense, But This 3-Year-Old Has To Set Some Of You Straight",34.0,3284.0,1.0353227771010962,10.0
54b906516631650016030000,"It Should Be Common Sense, But This 3-Year-Old Needs To School You On Consent",29.0,3413.0,0.849692352768825,30.0
54b906516631650016030000,This 3-Year-Old Has Advice For Adults About Consent. This Should Be Common Sense.,35.0,3378.0,1.0361160449970397,70.0
54dd7256343832000c060000,A commercial that was pulled in America. It's time to change the tide.,36.0,1510.0,2.384105960264901,70.0
54dd7256343832000c060000,A commercial they won't let you see is finally coming out of the wash,18.0,1572.0,1.1450381679389312,0.0
54dd7256343832000c060000,They would not air it on TV and now you can see and I welcome a new Tide,16.0,1514.0,1.0568031704095113,0.0
54dd7256343832000c060000,They're afraid to air it in the U.S. But I think it's a changing Tide,13.0,1510.0,0.8609271523178808,60.0
5501e4f3306130000cac0000,"Children who’d be tossed aside are their mission, but that’s not what SmileTrain tells everyone.",11.0,2263.0,0.4860804242156429,80.0
5501e4f3306130000cac0000,"Every time some charity asks for your money, ask them if they do it like this.",21.0,2228.0,0.9425493716337522,30.0
5501e4f3306130000cac0000,SmileTrain's not just a wonderful charity. It’s one that’s figured out the secret to surviving.,7.0,2248.0,0.3113879003558719,90.0
5501e4f3306130000cac0000,SmileTrain’s not kidding. They’ve figured out how to fix the smiles of literally a million kids.,7.0,2258.0,0.3100088573959256,80.0
5501e4f3306130000cac0000,They’ve come up with a $$-and-cents reason for people to do the right thing. Genius.,5.0,2217.0,0.2255299954894001,70.0
55257f74313437002c100100,Dropping out of school is a familiar story for millions. This song gives it a unique twist.,5.0,2065.0,0.24213075060532688,50.0
55257f74313437002c100100,The power of education shines bright in this catchy music video,14.0,1997.0,0.7010515773660491,60.0
55257f74313437002c100100,This music video beautifully captures a major education problem we have in the world,25.0,2025.0,1.2345679012345678,30.0
55257f74313437002c100100,"Way too many girls are out of school, and this catchy reggae song shows us why",13.0,2040.0,0.6372549019607843,30.0
5540156b393131002c3c0000,"If you want to know how gangs are involved with the riots in Baltimore, just ask them.",17.0,2078.0,0.8180943214629451,0.0
5540156b393131002c3c0000,"While Baltimore rioted, these gang members did what no one expected -- tried to keep the peace.",25.5,2026.5,1.2571507256608307,37.5
554018a5393131002c690000,"If you want to know how gangs are involved with the riots in Baltimore, just ask them.",13.5,2050.0,0.658859233725902,0.0
554018a5393131002c690000,"While Baltimore rioted, these gang members did what no one expected -- tried to keep the peace.",21.0,2037.0,1.0360242877919077,50.0
